Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1286229.01413,1319415.09499,1468756.44713,1628365.74651,1780826.92098,1813691.90435,1733904.53328,1747761.57075,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,92285.16483,98175.83583,103546.08207,112694.23709,130261.18835,123738.90462,130031.35078,132800.78359,143135.67512,152983.27213,159563.46085,168606.03606,179807.60243,200975.06872,227281.99953,251729.30555,282094.8823,315735.23623,323055.02794,326665.52902,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,8598321.00424,8918032.73614,9225035.8084,9421017.55121,9261570.10553,9228283.08583,9046817.59951,9092603.26554,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,5772593.83588,6164147.2351,6495012,6716857.46203,7344537.84795,7857113.80333,8336827.62395,9057043.1642,9919424.4552,10152982.88976,10735199.02958,10792536.35769,11412252.14029,11719709.69701,12322403.15273,12584761.74014,12488830.40016,12433014.88235,12113499.97596,12179392.22166,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1139177.62856,1164161.98896,1307480.44713,1456446.74651,1602348.92098,1629383.90435,1545428.5312,1555845.56933,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,83262.95905,88248.41175,93443.52735,101745.23709,118902.06239,111482.35949,116998.12143,119556.6035,129697.29774,139339.64899,145427.10571,152194.16034,162932.16761,183643.36757,209901.99953,232244.30555,261726.8823,294593.23623,300281.02783,301959.52901,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,8419899.76937,8741523.73614,9045010.8084,9236611.55121,9078161.10553,9044957.08583,8864205.59951,8915713.26554,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,5701386.83588,6083604.2351,6406082,6612290.46203,7222609.84795,7718974.80333,8186699.62395,8887670.1642,9738519.4552,9970417.88976,10538574.02958,10578563.35769,11194750.14029,11506492.69701,12108468.15273,12363743.74014,12271178.40016,12214738.88235,11891163.97596,11961512.22166,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1128174.86343,1153375.98896,1297305.44713,1445135.74651,1591734.92098,1616496.90435,1530971.5312,1540490.56933,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,83262.95905,88248.41175,93443.52735,101745.23709,118902.06239,111482.35949,116998.12143,119556.6035,129694.29774,139338.64899,145425.10571,152194.16034,162932.16761,183642.36757,209885.99953,232204.30555,261681.8823,294566.23623,300121.02783,301714.52901,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,92101374.91873,97616768.98049,105809673.09519,110464542.64623,113467716.15773,115462631.4698,117016225.59107,119405402.82373,..
Middle income,MIC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,57533580.52207,63066258.79972,69670594.4842,76436326.59636,82374126.23981,87993437.21098,94748641.66763,102153348.37196,109740981.97079,116008679.37908,122923567.17544,131411573.03899,137106044.66943,140220602.2066,152410389.76513,157287837.97518,159947297.85337,162405488.39322,164813385.8559,168337704.65791,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,15070690.31663,14981300.30192,14756047.50756,14191703.83316,14065980.79399,14278584.55801,14503144.5266,14653667.74463,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,565981.60668,608770.7399,669821.74884,734971.28493,806686.52545,840772.63224,866312.03214,869664.73659,917319.09186,977034.14638,1060155.48638,1105394.47033,1147324.42359,1230087.8775,1286707.07102,1358587.42564,1460432.63463,1523968.50883,1597406.54252,1637696.32343,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,82663,77888,71071,63693,57576,50282,46779,..
Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,103944,102825,107731,114238,119981,130350,143750,148449,143601,135147,130168,128988,124784,122464,116325,109395,102655,95967,87277,81435,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,21823,21535,20923,21456,20859,19367,17895,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1209,1563,1734,1937,1956,1997,1935,1945,1880,1858,1928,1833,1875,1767,1806,1933,2037,2004,1967,2073,..
Monaco,MCO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,506,541,548,533,520
Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,826,872,1007,971,953
Monaco,MCO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186,179,299,278,278
Monaco,MCO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,32,35,38,33
Mongolia,MNG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133223,130484,..,..
Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,74025,84970,90275,98031,108738,123824,138019,142411,151533,162217,165769,171165,173856,176689,175205,179540,162626,157138,155248,..,..
Mongolia,MNG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20066,20345,..,..
Mongolia,MNG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,687,936,959,1588,1615,1790,1980,2099,2134,2207,2190,2476,3110,3258,3407,3505,3325,3849,4295,..,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23601,23609,22465,21308,..
Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,8271,7878,8333,9759,11011,12903,16173,19395,22738,23786,..,..,..,..,..,24643,25014,23826,22709,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1002,1365,1309,1318,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,40,52,83,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,594189,673760,687726,710619,764154,..
Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,295634,311349,319309,336724,344335,367556,385953,369672,403561,419089,447036,505587,605759,707832,789407,877404,974240,1009785,1056257,1120285,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92184,94802,114558,126687,131464,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23002,26906,30172,34431,36653,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,99758,..,116678,128073,149577,168182,188099,192096,204401,..,..
Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,10810,10906,12621,17522,22256,28298,43233,63476,75457,84074,103850,113464,123779,136938,157431,174802,196801,200649,213930,..,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,4054,..,7093,8777,7734,6398,8531,8105,8916,..,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,38,..,8,88,120,222,171,448,613,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751592,884272,..,..
Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,553456,..,..,..,..,..,507660,..,..,..,659510,634306,..,..,..,..,..,932199,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16753,16884,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,1185,..,..,..,..,..,3769,..,..,..,2971,2800,..,..,..,..,2976,2785,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33156,31504,37403,38576,..,..,..
Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,13339,11030,11788,..,13566,13185,..,19707,..,..,..,..,..,46963,49678,53661,56046,..,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1237,1388,1866,2292,..,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,6,5,9,..,45,22,..,384,..,..,..,..,..,148,105,158,187,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,406805,398628,..,318753,315142,361582,376016,..
Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,94401,103290,119670,124817,147123,187165,202076,254792,284973,289262,376869,385454,..,477077,458621,445324,361077,371184,404718,438177,..
Nepal,NPL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,69860,59810,..,41361,54820,..,60270,..
Nepal,NPL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,546,246,420,268,355,393,508,..,412,183,448,963,1222,..,1891,..
Netherlands,NLD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,646851,635944,659625,668811,..,..
Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,487649,504042,516769,526767,543396,564983,579622,590121,602286,618502,650905,780014,793678,..,..,842601,836946,875455,889506,..,..
Netherlands,NLD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162585,165567,176943,180016,..,..
Netherlands,NLD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,4556,7768,5926,6585,7054,7443,7475,7508,7436,7749,8044,11029,12542,13631,13849,14478,15057,15141,15650,..,..
Netherlands Antilles,ANT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,2561,2433,2285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,178587.43574,179865,184839.95579,186683.26272,186619.41708,187577.98994,..,..
New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,256608.26783,260846.68022,270074.21568,271450.72006,268645.65827,267796.18085,..,..
New Zealand,NZL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,13777.02342,15008.17241,16122.32272,16741.76737,17629.4055,19221.02733,..,..
New Zealand,NZL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,8457.90553,8666.04713,8823.76857,9327.28269,9735.17553,9853.82655,..,..
Nicaragua,NIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,100363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9591,23799,31423,41424,42937,..
Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,8850,8774,10799,11208,10869,12823,15992,17096,18328,21764,..,..,52001,57989,64666,80125,80415,..
Niger,NER,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8226,10508,17204,20605,18912,..
Niger,NER,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,0,0,0,0,0,0,311,266,285,264,..,..,825,1370,2055,2194,1713,..
Nigeria,NGA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,791068,886799,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,1234219,1289656,1391527,..,..,..,..,1394585,1513371,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,45391,60698,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,8359,8734,8385,..,..,..,..,9909,10383,..,..,..,..,..,..,..,..,..
North America,NAC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,9792356.7763,9779815.2803,9985141.63513,10005473.25134,10098093.04549,10435075.0453,11087289.07827,11276083.41011,11133017.08091,10616625.52932,10455534,10322092.17659,10175936.21074,10152630.17778,10062740.06365,10062740.04049,..
North America,NAC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,14416000.53271,14829008.87959,17183848.06495,17902849.9252,18226114.06929,18244883.42553,18875772.9306,19182741,19694365,20551798,21859147,22499682,22500815,21529279.32899,21279095,21096825.01137,20882628.95707,20640783.0944,20565372.42457,20565372.39677,..
North America,NAC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,2276649.10404,2278976.68801,2360373.19646,2401397.11547,2468156.28403,2578457.7937,2745628.15394,2829179.14081,2832402.2843,2713931.56414,2705832,2709196.22636,2723239.60929,2819608.62312,2853957.84228,2853957.83943,..
North America,NAC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,319223,326268.45448,350030.74408,336463.26552,410358.44201,416588.1148,425390,434592,502064,500342,524863,539960.56494,540977,442373.43586,443467,447520.77364,451199.39071,403993.37688,407653.15772,407653.1562,..
North Macedonia,MKD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,56906,57746,59359,..,58083,56941,..,..
